schema_version,style_id,style_slug,color_id,color_name,color_name_normalized,dominant_hex,pattern_type,color_family,image_url,gallery_image_urls,product_url,brand_name,source_site,product_title,category,is_apparel,price_raw,price,currency,materials_raw_or_page_text,materials_snippet,scrape_status,audience,subcategory,sizes_available,waist_sizes,length,natural_fiber_percent,synthetic_fiber_percent,is_100pct_natural,is_loomi_approved,fiber_families,synthetic_fibers_present,care_level,description,fabric_breakdown_pretty,fabric_tags,occasion_tag,sku,color_code,fit_type,care_instructions,product_weight,country_of_origin,sustainability_tags,season,collection_name
3,07ac606ded86,bali-pants,07ac606ded86-12dc83f5459d,Wild Flower / M,Floral,,Floral,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,aa359bdc10ac,Regular,,,,organic,Spring/Summer,
3,07ac606ded86,bali-pants,07ac606ded86-6de1d2aef5b8,Wild Flower / L,Floral,,Floral,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,2673d0b218e9,Regular,,,,organic,Spring/Summer,
3,07ac606ded86,bali-pants,07ac606ded86-0d87302167a5,Wild Flower / Xl,Floral,,Floral,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,36686438cd47,Regular,,,,organic,Spring/Summer,
3,07ac606ded86,bali-pants,07ac606ded86-07a53bf872c0,Marble / Xs,Floral,,Abstract,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,b021e9e295ee,Regular,,,,organic,Spring/Summer,
3,07ac606ded86,bali-pants,07ac606ded86-d7793ba7722f,Marble / S,Floral,,Abstract,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,15475ad7c37a,Regular,,,,organic,Spring/Summer,
3,07ac606ded86,bali-pants,07ac606ded86-6a40e02283c0,Marble / M,Floral,,Abstract,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,9cdbe7daa10e,Regular,,,,organic,Spring/Summer,
3,07ac606ded86,bali-pants,07ac606ded86-c0ace86e5bfd,Marble / L,Floral,,Abstract,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,9b4e3fd49127,Regular,,,,organic,Spring/Summer,
3,07ac606ded86,bali-pants,07ac606ded86-cf3affa6a5fd,Marble / Xl,Floral,,Abstract,Floral,https://www.buddhapants.com/cdn/shop/products/2.23.2023-Buddha-Pants-Ecom-1196-cropped.jpg,,https://www.buddhapants.com/products/bali-pants,Buddha Pants,www.buddhapants.com,Bali Pant,Apparel,True,$95.00,95.0,USD,"Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you, from yoga sessions to evenings out. Designed for all-day wear, they’re as effortlessly stylish as they are comfortable.
Limited edition – Order now before they’re gone!
Find your perfect fit with our Size Guide.","Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you",ok,Women,Bottoms,XS|S|M|L|XL|0|2|4|6|8|10|12|14|16|18,,Tall,0,100.0,False,False,cotton|linen,,Easy Care,"Bali Pant. Discover the most comfortable pants you’ll ever own!
New Bali Pants – Just In!


Wildflower/Marble: 80% cotton, 20% linen

Solids: 100% cotton

These smocked Bali Harem Pants are made to move with you. Perfect addition to your apparel collection.","100% cotton, 20% linen",COTTON + LINEN BLEND,Off-Duty & Travel,Bali-Black-XS,cee3197b4268,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-53e7c9f35634,Beige Triangle Tribal / Xxs,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,f09cffe75f8b,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-730f33018519,Beige Triangle Tribal / Xs,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,4eeb3edb24ed,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-9071acc49efa,Beige Triangle Tribal / S,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,3e75bcdbe510,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-3c5663fdec5d,Beige Triangle Tribal / M,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,d35a4fe1bfeb,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-92b3d04d7ea8,Beige Triangle Tribal / L,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,95346748dc3e,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-e204f4704a5e,Red Triangle Tribal / Xxs,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,dc62b0809149,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-ab98e3cc4c76,Red Triangle Tribal / Xs,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,fa5b39b2e1d1,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-308222d82bb7,Red Triangle Tribal / S,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,2e7ed1bdb37f,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-94f104b3cfe1,Red Triangle Tribal / M,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,4fbae9e87c91,Regular,,,,organic,Spring/Summer,
3,9c23a700f35c,black-savannah-flair-harem-pants,9c23a700f35c-7a9f0d46e208,Red Triangle Tribal / L,Patterned,,Solid,Patterned,https://www.buddhapants.com/cdn/shop/products/10_2_20-Max-x-Buddha-Ecomm1040.jpg,,https://www.buddhapants.com/products/black-savannah-flair-harem-pants,Buddha Pants,www.buddhapants.com,Savannah Flair Harem Pant,Apparel,True,$95.00,95.0,USD,"Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five adult sizes + four kids sizes

Multifunctional with two pockets!

Drawstring + elastic
Shop all our popular kids pants


Each tribal pant comes with a beige cotton satchel! Tribal harem pants are your travel ready companion, wearable with anything from sandals to heels or even barefoot. Great wrinkly or pressed, you can leave them hanging around your ankles or hike them up under your knees for a different look.
Find kids' sizing here!","Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five",ok,Women,Bottoms,XXS|XS|S|M|L|XL|XXL|0|2|4|6|8|10|12|14|16|18,,Petite,0,100.0,False,False,cotton,,Easy Care,"Savannah Flair Harem Pant. Three Tribal colors available! Harem Pants By Buddha Pants®
Details


Savannah’s come in over 36 prints + seven solids

All pants pack into their left pocket

100% cotton and Unisex

Available in five. Perfect addition to your apparel collection.",100% cotton and Unisex,COTTON,Off-Duty & Travel,TRIBE-BEIGE-XXS,8e8b1a24f09c,Regular,,,,organic,Spring/Summer,
